policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
143626,OH,250/500,2000,1124.38,2015-02-24,Vehicle Theft,Unknown,Minor Damage,Unknown,VA,Northbrook,4574 Britain Hwy,9,1,Yes,1,1,Yes,7080.0,1180.0,1180.0,4720.0,Ford,F150,2001,No
648397,IN,100/300,1000,1110.37,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4539 Texas St,14,3,No,0,1,Unknown,47700.0,4770.0,9540.0,33390.0,Acura,MDX,1997,Yes
154982,IL,500/1000,2000,1374.22,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,8118 Elm Ridge,16,1,No,0,3,No,51260.0,9320.0,9320.0,32620.0,Subaru,Legacy,2002,No
330591,OH,500/1000,2000,1103.58,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,3814 Britain Drive,20,3,Unknown,2,2,No,70400.0,6400.0,12800.0,51200.0,Toyota,Highlander,2011,Yes
319232,IL,250/500,2000,1269.76,2015-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4614 MLK Ave,4,1,No,1,3,Yes,90000.0,18000.0,9000.0,63000.0,Ford,Fusion,2015,No
531640,OH,250/500,500,964.79,2015-02-20,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1628 Best Drive,7,3,Unknown,0,1,Unknown,72820.0,13240.0,6620.0,52960.0,BMW,3 Series,2010,No
368050,IL,500/1000,2000,1167.3,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,8381 Solo Hwy,22,1,No,2,0,Unknown,69300.0,13860.0,13860.0,41580.0,Volkswagen,Passat,2000,No
253791,IL,500/1000,500,1625.45,2015-01-23,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,2100 MLK St,11,1,No,2,1,No,76560.0,12760.0,12760.0,51040.0,Ford,Fusion,2008,Yes
155724,IL,250/500,500,1394.43,2015-01-31,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,5071 Flute Ridge,7,1,Unknown,0,1,Yes,55440.0,0.0,6160.0,49280.0,Nissan,Maxima,1999,Yes
824540,OH,250/500,2000,1053.24,2015-01-05,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,7551 Britain Lane,0,4,Yes,1,0,No,77130.0,8570.0,17140.0,51420.0,Acura,MDX,1995,No
717392,IL,100/300,500,1040.75,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,2275 Best Lane,1,1,Yes,1,1,Unknown,42000.0,7000.0,7000.0,28000.0,BMW,X5,2011,No
965768,IN,250/500,1000,1302.4,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,1598 3rd Drive,12,3,No,2,3,Yes,36300.0,3300.0,9900.0,23100.0,Ford,Escape,2013,No
414779,IL,100/300,2000,1588.55,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,7740 MLK St,8,1,No,0,0,Unknown,40320.0,5760.0,5760.0,28800.0,Subaru,Impreza,2001,No
428230,IN,500/1000,500,1399.26,2015-02-08,Parked Car,Unknown,Minor Damage,Police,PA,Northbrook,1240 Tree Lane,9,1,Unknown,2,0,Unknown,3960.0,330.0,660.0,2970.0,BMW,M5,1998,No
517240,OH,100/300,2000,1352.31,2015-02-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,8983 Francis Ridge,22,1,Yes,0,3,Yes,63840.0,10640.0,10640.0,42560.0,BMW,X5,2006,Yes
469874,IL,250/500,1000,1139.0,2015-01-14,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,7756 Solo Drive,0,3,Unknown,1,2,Unknown,44730.0,4970.0,4970.0,34790.0,Saab,92x,2000,Yes
718428,IN,250/500,1000,1397.67,2015-01-22,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,9034 Weaver Ridge,0,3,Yes,1,2,No,84720.0,14120.0,14120.0,56480.0,Ford,Escape,1999,No
620215,IN,250/500,500,823.17,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,1126 Texas Hwy,3,3,Unknown,2,2,No,61500.0,6150.0,12300.0,43050.0,Dodge,RAM,2012,No
618659,OH,100/300,500,965.13,2015-02-22,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,2808 Elm St,21,3,Unknown,0,1,Unknown,51000.0,8500.0,8500.0,34000.0,Nissan,Pathfinder,2013,No
649082,IL,500/1000,1000,1922.84,2015-01-24,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,5061 Francis Ave,0,1,Unknown,2,1,No,46800.0,4680.0,9360.0,32760.0,Jeep,Wrangler,2002,No
437573,OH,250/500,2000,1624.82,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4965 MLK Drive,16,1,Unknown,1,1,Unknown,78120.0,17360.0,8680.0,52080.0,BMW,3 Series,2006,No
964657,IN,250/500,2000,1277.25,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,8668 Flute St,14,1,No,1,2,Unknown,69200.0,13840.0,6920.0,48440.0,Volkswagen,Passat,1996,Yes
932502,IL,100/300,1000,1439.34,2015-01-01,Vehicle Theft,Unknown,Minor Damage,Police,VA,Riverwood,2577 Washington Drive,9,1,Unknown,0,0,No,3690.0,410.0,410.0,2870.0,Ford,Escape,2015,No
434507,IL,250/500,1000,1281.27,2015-01-07,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,7709 Rock Lane,9,3,No,0,3,Unknown,65500.0,6550.0,6550.0,52400.0,BMW,X5,2010,No
935277,IL,500/1000,500,1348.83,2015-02-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,9358 Texas Ridge,21,3,Unknown,1,2,Yes,76120.0,13840.0,6920.0,55360.0,Toyota,Camry,1999,No
756054,IL,250/500,1000,1198.15,2015-02-21,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,8080 Oak Lane,19,3,No,0,2,Yes,73560.0,12260.0,12260.0,49040.0,BMW,X5,1995,No
682387,OH,100/300,2000,1221.22,2015-01-21,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,6408 Weaver Ridge,2,1,Yes,0,1,Unknown,52030.0,9460.0,4730.0,37840.0,Mercedes,E400,2008,No
456604,IL,500/1000,2000,968.74,2015-01-19,Vehicle Theft,Unknown,Trivial Damage,Unknown,SC,Northbrook,5532 Weaver Ridge,9,1,Unknown,2,3,Unknown,5170.0,470.0,940.0,3760.0,Subaru,Forrestor,2001,No
139872,IN,250/500,1000,1220.71,2015-02-27,Parked Car,Unknown,Minor Damage,Unknown,SC,Northbend,9101 2nd Hwy,5,1,Unknown,2,1,Yes,8190.0,1890.0,1260.0,5040.0,Chevrolet,Silverado,2013,No
354105,IN,250/500,2000,1238.62,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,8576 Andromedia St,14,1,Unknown,2,3,Unknown,70800.0,7080.0,14160.0,49560.0,Acura,MDX,2012,Yes
165485,IL,500/1000,2000,1320.75,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,6315 2nd Lane,20,3,Unknown,0,3,Yes,45630.0,5070.0,5070.0,35490.0,Acura,MDX,2011,No
515050,OH,100/300,500,990.98,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,1536 Flute Drive,18,1,Yes,2,1,Unknown,99320.0,7640.0,15280.0,76400.0,Acura,TL,2002,Yes
795686,IL,500/1000,500,1398.51,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,4672 MLK St,13,3,Unknown,2,0,No,64000.0,12800.0,6400.0,44800.0,BMW,X6,1996,Yes
395983,OH,100/300,500,1355.08,2015-01-19,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,2204 Washington Lane,21,1,Unknown,1,1,Unknown,47300.0,4730.0,4730.0,37840.0,Nissan,Pathfinder,2014,No
119513,IL,100/300,1000,1384.51,2015-02-18,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,9484 Pine Drive,14,1,No,2,3,Unknown,71680.0,8960.0,8960.0,53760.0,Volkswagen,Jetta,2007,Yes
217938,OH,250/500,500,847.03,2015-02-08,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,5431 3rd Ridge,1,1,Unknown,1,0,Yes,112320.0,17280.0,17280.0,77760.0,Subaru,Impreza,2011,Yes
203914,OH,100/300,1000,1000.06,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,7121 Britain Drive,17,1,Unknown,1,0,Unknown,82720.0,7520.0,15040.0,60160.0,Audi,A3,2014,No
565157,IL,100/300,1000,1046.71,2015-02-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,8586 1st Ridge,4,3,Unknown,2,1,Unknown,48060.0,10680.0,5340.0,32040.0,Mercedes,C300,2009,No
904191,IN,250/500,500,1158.03,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,7582 Pine Drive,23,3,Yes,1,3,Yes,63570.0,9780.0,9780.0,44010.0,Volkswagen,Jetta,2006,Yes
419510,OH,100/300,1000,1372.27,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,1388 Embaracadero Hwy,13,3,No,2,3,Unknown,63240.0,10540.0,10540.0,42160.0,Subaru,Forrestor,1997,No
575000,OH,100/300,1000,1053.04,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,5621 4th Ave,20,3,No,1,3,Unknown,54240.0,9040.0,9040.0,36160.0,Saab,93,2013,Yes
120485,OH,100/300,1000,1275.39,2015-02-12,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,8150 Washington Ridge,16,1,Yes,2,3,No,37280.0,0.0,0.0,37280.0,Audi,A5,1996,Yes
781181,OH,100/300,2000,1402.75,2015-02-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,4268 2nd Ave,10,3,Unknown,2,1,Yes,72100.0,7210.0,14420.0,50470.0,Jeep,Wrangler,2006,No
299796,IN,250/500,500,1344.36,2015-02-06,Parked Car,Unknown,Minor Damage,Unknown,WV,Northbend,6375 2nd Lane,8,1,Unknown,2,3,No,6500.0,1300.0,650.0,4550.0,Saab,92x,2013,No
589749,IN,100/300,1000,1197.71,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,3770 Flute Drive,17,3,Unknown,2,0,Unknown,78240.0,13040.0,13040.0,52160.0,Subaru,Legacy,2013,No
854021,OH,100/300,500,1203.24,2015-02-05,Vehicle Theft,Unknown,Minor Damage,Police,NY,Columbus,1562 Britain St,9,1,Unknown,2,0,Unknown,6200.0,1240.0,620.0,4340.0,Honda,Accord,1999,No
454086,IN,500/1000,1000,1152.4,2015-01-25,Parked Car,Unknown,Minor Damage,Police,VA,Springfield,1681 Cherokee Hwy,0,1,Yes,2,3,Unknown,6160.0,560.0,1680.0,3920.0,Mercedes,E400,2014,No
139484,IN,500/1000,2000,1142.62,2015-01-16,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,7523 Oak Lane,12,1,Unknown,2,0,Unknown,76050.0,11700.0,11700.0,52650.0,Chevrolet,Silverado,1997,No
678849,OH,500/1000,1000,1332.07,2015-01-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,1815 Cherokee Drive,20,2,No,2,1,Yes,86060.0,13240.0,13240.0,59580.0,Volkswagen,Passat,2002,No
346940,OH,500/1000,1000,1166.54,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,9316 Pine Ave,3,1,Yes,2,0,No,107900.0,10790.0,21580.0,75530.0,Dodge,Neon,1997,Yes
985436,IL,250/500,500,1495.06,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,2733 Texas Drive,18,3,No,2,0,Yes,99990.0,18180.0,18180.0,63630.0,Mercedes,E400,2011,No
237418,IN,500/1000,1000,1337.92,2015-02-23,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,7684 Francis Ridge,4,3,No,2,2,Yes,61380.0,11160.0,5580.0,44640.0,Subaru,Legacy,2012,No
335780,OH,250/500,2000,1587.96,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,8991 Embaracadero Ave,18,1,Unknown,2,1,Yes,71280.0,12960.0,12960.0,45360.0,Audi,A5,2012,Yes
491392,IL,500/1000,1000,1362.29,2015-02-27,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,4905 Francis Ave,18,3,No,0,0,No,64000.0,12800.0,6400.0,44800.0,Saab,95,1999,No
140880,IL,250/500,500,1448.84,2015-02-21,Parked Car,Unknown,Trivial Damage,Police,SC,Hillsdale,7783 Lincoln Hwy,7,1,Unknown,0,1,No,5940.0,660.0,660.0,4620.0,Toyota,Highlander,2015,No
962591,IN,250/500,2000,1241.97,2015-01-05,Parked Car,Unknown,Minor Damage,Unknown,NY,Hillsdale,8749 Tree St,18,1,No,1,0,No,6700.0,670.0,670.0,5360.0,Jeep,Wrangler,2011,No
922565,IL,250/500,500,1124.6,2015-01-30,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,4985 Sky Lane,23,3,Yes,0,0,Unknown,51740.0,11940.0,7960.0,31840.0,Jeep,Wrangler,2006,No
288580,OH,250/500,2000,1079.92,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,7534 MLK Hwy,1,1,Unknown,0,1,Yes,53600.0,6700.0,6700.0,40200.0,Volkswagen,Jetta,2007,Yes
154280,IL,250/500,1000,1447.78,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,8689 Maple Hwy,15,3,Yes,1,0,Unknown,44910.0,4990.0,4990.0,34930.0,Dodge,Neon,2001,No
425973,IN,250/500,500,1229.16,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,9153 3rd Hwy,2,3,Unknown,0,2,Yes,48100.0,11100.0,7400.0,29600.0,Volkswagen,Jetta,2014,No
477177,IL,100/300,1000,1226.49,2015-02-05,Vehicle Theft,Unknown,Trivial Damage,Unknown,WV,Riverwood,5904 1st Drive,3,1,No,0,1,No,6100.0,610.0,1220.0,4270.0,Ford,Fusion,2002,No
648509,IN,100/300,2000,897.89,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,4519 Embaracadero St,13,1,Unknown,1,0,Yes,79600.0,15920.0,15920.0,47760.0,Jeep,Wrangler,2011,No
914815,IN,100/300,500,1706.79,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,9706 MLK Lane,1,1,No,1,1,Yes,77040.0,8560.0,8560.0,59920.0,Honda,Civic,1998,No
249048,IL,250/500,1000,1254.18,2015-01-11,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,6012 Texas Hwy,16,1,Yes,0,1,Unknown,62590.0,11380.0,11380.0,39830.0,Volkswagen,Jetta,2003,No
144323,IN,500/1000,500,885.08,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,4098 Weaver Ridge,0,1,Yes,0,1,No,85150.0,13100.0,13100.0,58950.0,Chevrolet,Malibu,1998,No
651861,IL,100/300,500,1046.58,2015-01-24,Vehicle Theft,Unknown,Trivial Damage,Unknown,NY,Hillsdale,6193 1st Hwy,1,1,Unknown,2,1,No,4950.0,450.0,900.0,3600.0,Chevrolet,Silverado,2010,No
125324,OH,500/1000,2000,1712.68,2015-02-18,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,4053 Sky Lane,17,3,Unknown,2,0,Yes,51100.0,10220.0,5110.0,35770.0,Audi,A3,2006,No
398102,IL,500/1000,2000,1097.71,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,8964 Francis St,13,1,Yes,2,3,Unknown,100800.0,16800.0,16800.0,67200.0,Dodge,Neon,1997,No
514065,IN,250/500,500,1363.77,2015-01-17,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,9748 Sky Drive,12,1,Yes,2,3,No,90970.0,16540.0,16540.0,57890.0,Acura,RSX,2009,No
391652,OH,100/300,500,1382.88,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,2293 Washington Ave,11,1,Unknown,1,1,Yes,81840.0,14880.0,7440.0,59520.0,Chevrolet,Malibu,2011,Yes
922167,OH,100/300,1000,1141.35,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,3656 Solo Ave,18,1,Unknown,0,2,No,54900.0,5490.0,5490.0,43920.0,Mercedes,C300,2013,No
442795,OH,500/1000,500,1054.83,2015-02-25,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,8579 Apache Drive,17,1,Yes,2,3,No,88660.0,8060.0,16120.0,64480.0,Mercedes,C300,2007,Yes
226330,IL,100/300,2000,1057.77,2015-02-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,2003 Maple Hwy,22,3,Unknown,1,1,No,18000.0,2250.0,2250.0,13500.0,Audi,A3,2009,No
134430,IN,250/500,2000,1488.02,2015-02-25,Vehicle Theft,Unknown,Minor Damage,Police,NY,Northbrook,5445 Tree Hwy,9,1,Yes,1,3,Yes,5500.0,1100.0,550.0,3850.0,Chevrolet,Tahoe,2010,No
524230,IN,100/300,500,920.3,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,9730 2nd Hwy,11,3,Unknown,1,0,Unknown,73920.0,13440.0,6720.0,53760.0,Honda,Civic,2003,Yes
438817,OH,500/1000,1000,986.53,2015-02-16,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,7819 Oak St,11,1,No,0,2,Yes,101860.0,18520.0,18520.0,64820.0,Honda,CRV,2007,No
293794,OH,250/500,2000,1440.68,2015-02-09,Parked Car,Unknown,Minor Damage,Unknown,SC,Riverwood,1845 Best St,8,1,Yes,0,1,Yes,5390.0,980.0,980.0,3430.0,Volkswagen,Passat,2008,No
868283,IN,250/500,1000,1086.21,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,2500 Tree St,18,1,Unknown,1,2,Unknown,50490.0,5610.0,5610.0,39270.0,Nissan,Maxima,2001,No
828890,OH,100/300,2000,1367.68,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Arlington,6955 Pine Drive,13,1,No,0,3,No,55500.0,5550.0,11100.0,38850.0,Mercedes,C300,2012,No
882920,OH,500/1000,1000,1215.85,2015-01-02,Vehicle Theft,Unknown,Minor Damage,Police,VA,Hillsdale,6165 Rock Ridge,8,1,Yes,1,1,Yes,7040.0,1280.0,640.0,5120.0,Nissan,Maxima,2015,No
918777,IL,250/500,2000,1191.19,2015-02-12,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,Northbrook,3653 Elm Drive,9,3,Unknown,0,1,Yes,40160.0,5020.0,0.0,35140.0,Chevrolet,Tahoe,2003,No
212580,IL,500/1000,1000,1594.45,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Columbus,5812 3rd Hwy,17,2,Yes,2,3,No,55680.0,6960.0,6960.0,41760.0,Saab,95,2006,No
602410,IN,250/500,2000,1463.07,2015-01-24,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Springfield,4939 Best St,3,1,Unknown,1,1,No,5300.0,530.0,530.0,4240.0,Jeep,Grand Cherokee,2001,Yes
976971,OH,250/500,500,1734.09,2015-01-12,Parked Car,Unknown,Trivial Damage,Unknown,WV,Arlington,4964 Elm Lane,6,1,Yes,0,3,Unknown,5200.0,650.0,650.0,3900.0,Acura,MDX,2006,No
630226,IL,250/500,500,1411.43,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,9588 Solo St,17,1,Yes,2,1,No,59400.0,5940.0,11880.0,41580.0,Honda,Civic,2014,No
171254,OH,100/300,2000,1512.58,2015-01-13,Vehicle Theft,Unknown,Minor Damage,Police,SC,Arlington,8718 Apache Lane,7,1,Unknown,1,1,Unknown,2520.0,280.0,280.0,1960.0,BMW,3 Series,1997,No
247116,IL,250/500,2000,1153.35,2015-02-02,Vehicle Theft,Unknown,Trivial Damage,Police,NY,Hillsdale,3590 Best Hwy,9,1,No,2,1,Yes,5760.0,960.0,960.0,3840.0,Subaru,Impreza,2011,No
505969,OH,250/500,500,1722.95,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Hillsdale,6149 Best Ridge,3,1,Unknown,2,0,Yes,76700.0,7670.0,7670.0,61360.0,Subaru,Legacy,2006,No
653864,IN,250/500,2000,1281.07,2015-01-18,Parked Car,Unknown,Trivial Damage,Police,NY,Springfield,4116 Embaracadero Lane,6,1,No,0,2,No,5920.0,740.0,740.0,4440.0,Chevrolet,Malibu,2015,No
586367,IL,100/300,500,1011.92,2015-02-15,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,3486 Flute Ave,7,3,Yes,0,3,Unknown,64350.0,7150.0,7150.0,50050.0,Chevrolet,Tahoe,2009,No
896890,IL,250/500,2000,1042.26,2015-01-31,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,5994 5th Ave,21,3,No,1,2,Unknown,19080.0,4240.0,2120.0,12720.0,Saab,93,1995,No
650026,OH,500/1000,500,1235.1,2015-02-10,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Springfield,9138 3rd St,14,1,No,2,1,No,54400.0,5440.0,5440.0,43520.0,BMW,M5,2011,No
547744,OH,100/300,2000,768.91,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,3743 Andromedia Ridge,0,1,Unknown,1,0,No,59800.0,5980.0,5980.0,47840.0,Ford,F150,1999,Yes
598124,OH,500/1000,500,1301.72,2015-02-25,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,Springfield,7644 Tree Ridge,14,3,Unknown,0,3,Yes,72000.0,7200.0,7200.0,57600.0,Audi,A3,2005,No
436126,IN,250/500,500,1451.54,2015-01-08,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Riverwood,3167 2nd St,13,4,No,2,3,No,65070.0,7230.0,14460.0,43380.0,Mercedes,C300,2003,No
739447,IN,250/500,500,767.14,2015-01-14,Parked Car,Unknown,Trivial Damage,Police,WV,Columbus,3327 Lincoln Drive,8,1,No,0,1,No,8800.0,1760.0,880.0,6160.0,Subaru,Legacy,2002,No
427484,OH,250/500,2000,1620.89,2015-02-03,Vehicle Theft,Unknown,Minor Damage,Police,NC,Hillsdale,8621 Best Ridge,7,1,No,2,0,No,6120.0,1020.0,1020.0,4080.0,Toyota,Corolla,2015,No
218684,IN,500/1000,2000,1048.46,2015-01-05,Vehicle Theft,Unknown,Trivial Damage,Unknown,OH,Columbus,3878 Tree Lane,9,1,Unknown,1,2,Unknown,7080.0,1180.0,590.0,5310.0,Dodge,RAM,1999,No
565564,OH,100/300,1000,1538.26,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,9760 Solo Lane,12,3,Yes,2,3,Yes,34320.0,8580.0,4290.0,21450.0,Volkswagen,Passat,2009,No
743163,OH,500/1000,2000,1217.69,2015-01-26,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,9138 1st St,6,3,Unknown,1,0,Unknown,53460.0,9720.0,9720.0,34020.0,Dodge,Neon,2004,Yes
604614,IN,100/300,2000,1362.64,2015-01-21,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Columbus,3414 Elm Ave,11,1,Yes,1,3,Unknown,81360.0,6780.0,13560.0,61020.0,Subaru,Legacy,2009,Yes
509928,OH,100/300,1000,1279.13,2015-02-06,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Springfield,3172 Tree Ridge,5,3,Unknown,1,2,Yes,81070.0,7370.0,14740.0,58960.0,Audi,A3,2006,Yes
593390,IL,100/300,2000,924.72,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,6104 Oak Ave,14,1,No,2,2,No,63120.0,5260.0,10520.0,47340.0,Audi,A5,2008,No
970607,OH,250/500,1000,1019.44,2015-02-10,Vehicle Theft,Unknown,Trivial Damage,Unknown,NC,Springfield,9742 5th Ridge,17,1,Unknown,2,1,No,7200.0,1440.0,720.0,5040.0,BMW,X5,2004,No
174701,IL,500/1000,500,1314.6,2015-02-23,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Hillsdale,8782 3rd St,0,1,Unknown,2,3,Unknown,70290.0,12780.0,6390.0,51120.0,Saab,92x,1998,Yes
529398,OH,100/300,1000,1515.18,2015-01-09,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbrook,9798 Sky Ridge,21,3,No,1,0,No,60190.0,9260.0,9260.0,41670.0,BMW,X6,1999,No
940942,OH,250/500,2000,1649.18,2015-02-22,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Hillsdale,5483 Francis Drive,18,1,Yes,1,2,Yes,61380.0,11160.0,5580.0,44640.0,Honda,Civic,2009,Yes
442677,OH,250/500,500,1451.01,2015-02-21,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,2005 Texas Hwy,17,1,No,2,2,No,28100.0,2810.0,5620.0,19670.0,Jeep,Grand Cherokee,2012,No
365364,IL,500/1000,1000,978.46,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Hillsdale,6634 Texas Ridge,19,1,Yes,0,0,No,49060.0,8920.0,8920.0,31220.0,Chevrolet,Silverado,1995,No
114839,IL,250/500,500,1198.34,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Columbus,8655 Cherokee Lane,17,3,Unknown,1,1,No,57060.0,6340.0,6340.0,44380.0,Mercedes,E400,1995,No
872734,IN,100/300,2000,1003.23,2015-01-17,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Arlington,4955 Lincoln Ridge,23,3,Unknown,0,3,Yes,77880.0,12980.0,12980.0,51920.0,Acura,MDX,2008,No
267885,IN,500/1000,2000,1212.0,2015-01-28,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,7705 Best Ridge,4,1,Yes,0,1,Yes,73500.0,7350.0,14700.0,51450.0,Jeep,Wrangler,1999,No
740505,IL,250/500,1000,1242.96,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,5838 Pine Lane,2,2,Yes,2,0,Unknown,88920.0,6840.0,13680.0,68400.0,Acura,RSX,2010,No
629663,IL,500/1000,1000,1053.02,2015-02-16,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,7331 Sky Hwy,2,1,Unknown,0,2,No,47630.0,12990.0,4330.0,30310.0,Toyota,Corolla,2005,Yes
